"instance","size","algorithm","permutation","initial","time","cost","iterations","relative_deviation"
"N-t75e11xx_250",250,"best","insert","CW",18.006654,104582359,16,2.14413385467308
"N-t75e11xx_250",250,"best","insert","random",18.081588,103511472,18,3.14614390618445
"N-t75k11xx_150",150,"best","exchange","CW",0.768703,1484483,12,3.70479684690412
"N-t75k11xx_150",150,"best","exchange","random",0.585732,1468465,9,4.74384988025397
"N-t75k11xx_150",150,"best","transpose","CW",0.004866,1218870,5,20.9345379723352
"N-t75k11xx_150",150,"best","transpose","random",0.011471,995065,9,35.4522845155281
"N-t75k11xx_150",150,"best","insert","CW",1.319781,1509969,10,2.05157512084878
"N-t75k11xx_150",150,"best","insert","random",1.546931,1520595,12,1.36228947143091
"N-t75k11xx_250",250,"best","exchange","CW",6.824594,3925459,14,4.11324404002199
"N-t75k11xx_250",250,"best","exchange","random",9.545098,3955625,19,3.37638247038423
"N-t75k11xx_250",250,"best","transpose","CW",0.029565,3314218,6,19.043960830016
"N-t75k11xx_250",250,"best","transpose","random",0.033795,2828312,7,30.9131333373556
"N-t75k11xx_250",250,"best","insert","CW",15.273777,4031999,15,1.51080315859232
"N-t75k11xx_250",250,"best","insert","random",15.199673,4027154,15,1.62915144158957
"N-t75n11xx_150",150,"best","exchange","CW",0.708319,1668884,11,4.25737223580599
"N-t75n11xx_150",150,"best","exchange","random",0.69389,1658312,10,4.86387997434447
"N-t75n11xx_150",150,"best","transpose","CW",0.0061,1330987,7,23.6422705832273
"N-t75n11xx_150",150,"best","transpose","random",0.007614,1081423,7,37.9595707403043
"N-t75n11xx_150",150,"best","insert","CW",1.541502,1703533,12,2.26958500230051
"N-t75n11xx_150",150,"best","insert","random",1.253494,1706021,10,2.12685030181964
"N-t75n11xx_250",250,"best","exchange","CW",5.600711,4369602,11,3.43297217953291
